iter	RMSE
160	4.75940981
161	4.756742996
162	4.754923015
163	4.751667829
164	4.746266477
165	4.740995838
166	4.735929522
167	4.727023306
168	4.724477967
169	4.714942761
170	4.711983618
171	4.7109909
172	4.707676087
173	4.706822242
174	4.704654243
175	4.699566207
176	4.69420881
177	4.690415922
178	4.688021943
179	4.683921724
180	4.681312572
181	4.674868951
182	4.674109087
183	4.671922251
184	4.669954925
185	4.669539313
186	4.663600313
187	4.65864654
188	4.652993752
189	4.650354215
190	4.640889741
191	4.638150539
192	4.634096748
193	4.632168182
194	4.627914785
195	4.625798496
196	4.61785383
197	4.614787178
198	4.612187133
199	4.60187892
200	4.600804136
201	4.592854121
202	4.588731528
203	4.582928381
204	4.578893225
205	4.573587505
206	4.571265377
207	4.567840858
208	4.563077786
209	4.555935878
210	4.548759514
211	4.546113658
212	4.544226068
213	4.542506835
214	4.536160392
215	4.533765707
216	4.529041846
217	4.527897924
218	4.526595079
219	4.524056373
220	4.52320742
221	4.518513985
222	4.515393664
223	4.510930645
224	4.504241487
225	4.503873067
226	4.500393761
227	4.498399645
228	4.497944058
229	4.495220349
230	4.491817338
231	4.485329996
232	4.48157355
233	4.481304544
234	4.476972562
235	4.470961066
236	4.466832596
237	4.460681434
238	4.454019238
239	4.449917533
240	4.444295882
241	4.440627068
242	4.440349243
243	4.438000491
244	4.434317126
245	4.432952535
246	4.428264404
247	4.423860535
248	4.419640879
249	4.415760406
250	4.415396855
251	4.413559171
252	4.406164292
253	4.401433199
254	4.398968494
255	4.3967018
256	4.389563487
257	4.387383208
258	4.383287627
259	4.383004292
260	4.379100702
261	4.376663303
262	4.375514578
263	4.36959951
264	4.363764133
265	4.363498605
266	4.358349416
267	4.350917788
268	4.350593688
269	4.347044915
270	4.344436959
271	4.340384822
272	4.339038251
273	4.333139178
274	4.330489812
275	4.32495309
276	4.322703545
277	4.322497125
278	4.318115258
279	4.314039326
280	4.308749737
281	4.303938097
282	4.301984903
283	4.296881381
284	4.294094277
285	4.291530705
286	4.28453624
287	4.27648466
288	4.273233169
289	4.272540578
290	4.268799663
291	4.268610069
292	4.263797134
293	4.258373227
294	4.258200927
295	4.256272789
296	4.254762308
297	4.250611771
298	4.250454909
299	4.249515126
300	4.244432197
301	4.235610031
302	4.233157288
303	4.225570271
304	4.22540897
305	4.218948683
306	4.216028453
307	4.210901923
308	4.20742811
309	4.204225146
310	4.202677079
311	4.200484938
312	4.197289113
313	4.195367235
314	4.193078936
315	4.189864453
316	4.189333744
317	4.185266468
318	4.181353469
319	4.178307816
320	4.175696549
321	4.171467217
322	4.169204728
323	4.164785477
324	4.16461293
325	4.164382162
326	4.162136159
327	4.158772978
328	4.152064085
329	4.14667597
330	4.145523476
331	4.142660076
332	4.138753677
333	4.134533467
334	4.131245303
335	4.124498235
336	4.120487271
337	4.115266896
338	4.112602051
339	4.107667751
340	4.106410082
341	4.105218473
342	4.105016092
343	4.102112407
344	4.09917438
345	4.096457719
346	4.093443571
347	4.090709691
348	4.084133696
349	4.079187484
350	4.072965124
351	4.071555136
352	4.065722001
353	4.059419955
354	4.058972594
355	4.058326267
356	4.056913744
357	4.053969864
358	4.053145501
359	4.050097277
360	4.047787549
361	4.044586824
362	4.039828511
363	4.034173538
364	4.030619738
365	4.026705151
366	4.021491413
367	4.019541731
368	4.016963155
369	4.012875106
370	4.012435834
371	4.009904146
372	4.005981776
373	4.000234379
374	3.997344189
375	3.992979618
376	3.99064168
377	3.98718818
378	3.983153791
379	3.980371205
380	3.975663039
381	3.972394516
382	3.971211013
383	3.968304081
384	3.965532906
385	3.964902509
386	3.961512489
387	3.960387698
388	3.959887639
389	3.956287855
390	3.956044081
391	3.952610862
392	3.950807728
393	3.948536864
394	3.947526961
395	3.945021923
396	3.942474112
397	3.93808462
398	3.934832411
399	3.934250493
400	3.932417714
401	3.93167467
402	3.926329236
403	3.922941634
404	3.917862747
405	3.913328495
406	3.912498469
407	3.908369338
408	3.905341808
409	3.903037097
410	3.899137141
411	3.897676232
412	3.896967181
413	3.891139902
414	3.886384753
415	3.884481598
416	3.880613171
417	3.878019103
418	3.876670539
419	3.875267248
420	3.873401145
421	3.869872577
422	3.868638609
423	3.867675583
424	3.864890646
425	3.862417806
426	3.856659914
427	3.851260288
428	3.846803836
429	3.842044742
430	3.839118723
431	3.837916162
432	3.83457019
433	3.832441177
434	3.830231296
435	3.827635844
436	3.82572345
437	3.821920686
438	3.819613143
439	3.819163942
440	3.816641818
441	3.816388418
442	3.815177481
443	3.812326732
444	3.808447883
445	3.805179187
446	3.802895566
447	3.802575425
448	3.796025084
449	3.794780583
450	3.791521926
451	3.788884251
452	3.786344702
453	3.782768322
454	3.78259339
455	3.780204043
456	3.780044812
457	3.776809678
458	3.775826986
459	3.772779157
460	3.772528849
461	3.766674083
462	3.766278863
463	3.761261632
464	3.760854055
465	3.756859307
466	3.753411863
467	3.753261139
468	3.752130211
469	3.749547642
470	3.74663646
471	3.743841951
472	3.741579131
473	3.737509127
474	3.73530504
475	3.735066887
476	3.734533242
477	3.732159033
478	3.728975051
479	3.724816941
480	3.722779013
481	3.721839515
482	3.716816728
483	3.714408684
484	3.713447892
485	3.708991346
486	3.70461321
487	3.700188513
488	3.696248141
489	3.693918371
490	3.690949245
491	3.688890661
492	3.685763892
493	3.685322245
494	3.684232524
495	3.678149052
496	3.673606489
497	3.671005004
498	3.66755151
499	3.665301666
500	3.663965156
501	3.663294923
502	3.659412525
503	3.657331755
504	3.655044359
505	3.651327903
506	3.649059667
507	3.644517067
508	3.641160812
509	3.637270625
510	3.636173234
511	3.633536395
512	3.630848419
513	3.628767016
514	3.626817046
515	3.625002461
516	3.623602605
517	3.621722418
518	3.620218778
519	3.614541621
520	3.610595534
521	3.608599135
522	3.607415643
523	3.602282689
524	3.600013291
525	3.597615281
526	3.595947294
527	3.592199403
528	3.591272799
529	3.591018703
530	3.589738186
531	3.586938364
532	3.586504583
533	3.585235103
534	3.583871891
535	3.583659269
536	3.580179523
537	3.579187517
538	3.575549481
539	3.575369683
540	3.574536813
541	3.57255193
542	3.569626739
543	3.567765268
544	3.565817553
545	3.565598825
546	3.565040041
547	3.562804311
548	3.559817756
549	3.559691711
550	3.558796616
551	3.555954064
552	3.551454636
553	3.550150037
554	3.546408906
555	3.543465636
556	3.543201966
557	3.541600551
558	3.539740921
559	3.536370238
560	3.535502177
561	3.535309467
562	3.534170044
563	3.532258901
564	3.529574762
565	3.529469832
566	3.527175473
567	3.525979117
568	3.522761566
569	3.521724778
570	3.517572315
571	3.517355981
572	3.513077399
573	3.510301283
574	3.506378777
575	3.504559397
576	3.501634992
577	3.49973337
578	3.495597146
579	3.494430025
580	3.492972752
581	3.490553749
582	3.490082671
583	3.48556498
584	3.482187492
585	3.480522769
586	3.480255196
587	3.475960629
588	3.472877109
589	3.470057385
590	3.468549067
591	3.465298586
592	3.46240896
593	3.46055031
594	3.456824943
595	3.45633216
596	3.453266876
597	3.452003799
598	3.451690077
599	3.449583693
600	3.44458305
601	3.442400091
602	3.441406778
603	3.438073517
604	3.437272271
605	3.434987428
606	3.431503991
607	3.431418914
608	3.429585045
609	3.427300916
610	3.423556459
611	3.418040566
612	3.416056029
613	3.415231538
614	3.410399743
615	3.409659322
616	3.405409903
617	3.40264949
618	3.402118092
619	3.402019925
620	3.400027927
621	3.398461314
622	3.397601573
623	3.396264627
624	3.393147613
625	3.39162781
626	3.389876244
627	3.38916838
628	3.388260453
629	3.386882978
630	3.386686766
631	3.385871283
632	3.38024552
633	3.378543979
634	3.376986237
635	3.375715965
636	3.375241695
637	3.373098726
638	3.370522233
639	3.368159841
640	3.365350818
641	3.365265868
642	3.363341646
643	3.359259615
644	3.357616781
645	3.356679781
646	3.354469782
647	3.351280215
648	3.348605149
649	3.348034604
650	3.346824636
651	3.345353743
652	3.342671795
653	3.339038375
654	3.337342475
655	3.334560406
656	3.330745717
657	3.330195605
658	3.327207653
659	3.32471078
660	3.322643891
661	3.321521469
662	3.319209219
663	3.317281675
664	3.314297787
665	3.313123114
666	3.311211597
667	3.309508667
668	3.307422247
669	3.307339104
670	3.302171538
671	3.301079094
672	3.297537869
673	3.293679073
674	3.292002341
675	3.291939473
676	3.289712892
677	3.288514952
678	3.287934242
679	3.286970178
680	3.283559278
681	3.279002758
682	3.277747791
683	3.274524774
684	3.272418185
685	3.269379511
686	3.266557574
687	3.264274074
688	3.262768772
689	3.261683946
690	3.260294543
691	3.257762374
692	3.256203014
693	3.252405052
694	3.250467796
695	3.246911298
696	3.246872253
697	3.24673107
698	3.244008742
699	3.241755373
700	3.24105494
701	3.237653986
702	3.23321424
703	3.23154564
704	3.230097353
705	3.226737835
706	3.225830989
707	3.225676682
708	3.225313825
709	3.222421113
710	3.220982927
711	3.219461422
712	3.215146061
713	3.214104735
714	3.212307034
715	3.210958105
716	3.209381546
717	3.205256083
718	3.202825824
719	3.201790733
720	3.200382561
721	3.197546889
722	3.196196547
723	3.195506192
724	3.194514567
725	3.193532828
726	3.192188924
727	3.191589554
728	3.189093553
729	3.186717187
730	3.185634553
731	3.181946601
732	3.17991803
733	3.176658705
734	3.174349376
735	3.172707495
736	3.170493199
737	3.167634863
738	3.165850471
739	3.163452156
740	3.161501864
741	3.160907128
742	3.157930095
743	3.156342627
744	3.155287584
745	3.154343237
746	3.151498454
747	3.15140319
748	3.149375755
749	3.148945633
750	3.146962293
751	3.146053085
752	3.143291284
753	3.141352566
754	3.13698451
755	3.134047565
756	3.132789425
757	3.13254038
758	3.130964312
759	3.1301347
760	3.12874095
761	3.12669008
762	3.125084536
763	3.12192757
764	3.118937786
765	3.117768758
766	3.117190485
767	3.112668685
768	3.107717106
769	3.106077678
770	3.102065083
771	3.097990396
772	3.093655138
773	3.090474137
774	3.088215816
775	3.0875965
776	3.086611176
777	3.083244294
778	3.082218693
779	3.078829159
780	3.076304466
781	3.075109975
782	3.073561197
783	3.0701337
784	3.068369541
785	3.065912085
786	3.064933627
787	3.06362043
788	3.060881256
789	3.056962066
790	3.056025811
791	3.054742074
792	3.052346039
793	3.049751034
794	3.048613632
795	3.046374286
796	3.044742124
797	3.043153425
798	3.042038925
799	3.039150831
800	3.038716665
801	3.035426478
802	3.034290336
803	3.031103841
804	3.03083287
805	3.028648614
806	3.025834127
807	3.024472853
808	3.023391882
809	3.019776635
810	3.016788997
811	3.015349189
812	3.015161427
813	3.012405866
814	3.011264819
815	3.008680586
816	3.007258221
817	3.005059479
818	3.000495997
819	2.99839593
820	2.995791176
821	2.995354212
822	2.994492944
823	2.993828301
824	2.989308579
825	2.988260776
826	2.985928202
827	2.984981327
828	2.982370729
829	2.979547311
830	2.978475187
831	2.9762027
832	2.975208294
833	2.975124292
834	2.97304001
835	2.972632216
836	2.970759078
837	2.968938708
838	2.967060564
839	2.964179703
840	2.963842616
841	2.961989567
842	2.960908967
843	2.958329347
844	2.957331042
845	2.955701914
846	2.954826413
847	2.954595393
848	2.952270656
849	2.951332975
850	2.94886605
851	2.947685048
852	2.947384227
853	2.946515631
854	2.946197084
855	2.945777821
856	2.945734335
857	2.945098638
858	2.944931252
859	2.942197049
860	2.94115354
861	2.941054043
862	2.939527989
863	2.937458995
864	2.935302974
865	2.934333835
866	2.931873598
867	2.930528783
868	2.927186679
869	2.924724171
870	2.92115152
871	2.918497526
872	2.917866848
873	2.916894764
874	2.915684315
875	2.912597205
876	2.910523075
877	2.908735913
878	2.906414769
879	2.905144629
880	2.903972466
881	2.902351885
882	2.900643045
883	2.899704028
884	2.898731704
885	2.897713694
886	2.895951641
887	2.894413737
888	2.892843555
889	2.891352066
890	2.888011738
891	2.886759145
892	2.885336448
893	2.884270694
894	2.883874728
895	2.881671311
896	2.878649171
897	2.877753861
898	2.875569525
899	2.873538272
900	2.871710592
901	2.871431788
902	2.868338652
903	2.865651767
904	2.864046558
905	2.8629154
906	2.862817002
907	2.859938002
908	2.85795765
909	2.856419974
910	2.85434238
911	2.853682233
912	2.853563935
913	2.853485798
914	2.850734511
915	2.850529936
916	2.848330005
917	2.84752063
918	2.846301815
919	2.843374656
920	2.842888869
921	2.842440402
922	2.84122875
923	2.840493687
924	2.838935542
925	2.836164267
926	2.833220432
927	2.831460796
928	2.830151891
929	2.828070433
930	2.827677667
931	2.82684407
932	2.82431709
933	2.823667575
934	2.821915207
935	2.821726237
936	2.820185365
937	2.818831614
938	2.81634421
939	2.814261444
940	2.812502214
941	2.812441828
942	2.809290059
943	2.809077751
944	2.808330391
945	2.808249149
946	2.806584234
947	2.805897651
948	2.804822444
949	2.801813202
950	2.799177333
951	2.79758918
952	2.797327447
953	2.795928004
954	2.792777773
955	2.791090345
956	2.79102536
957	2.79037271
958	2.789539481
959	2.784943795
960	2.782779452
961	2.781829043
962	2.781443214
963	2.780395361
964	2.778267134
965	2.776388576
966	2.775735112
967	2.773424344
968	2.769821755
969	2.768141904
970	2.766803123
971	2.766529532
972	2.765585836
973	2.764463009
974	2.764418256
975	2.7636883
976	2.759987456
977	2.758651633
978	2.756696733
979	2.75650298
980	2.755720874
981	2.753603037
982	2.752201581
983	2.75185902
984	2.750554283
985	2.748885309
986	2.746364995
987	2.745686213
988	2.745558941
989	2.74474057
990	2.742805797
991	2.740977767
992	2.739140755
993	2.737106843
994	2.734346969
995	2.731530817
996	2.729440459
997	2.72906929
998	2.726213618
999	2.723580146
